seed,family,history_length,model_class,model,heldout_prediction_NMSE,heldout_intervention_NMSE,predictive_log_likelihood,memory_kernel_reconstruction_error,parameter_count,inference_state_dimension,runtime_proxy,complexity_adjusted_score,stage
40000,L2_fractional_dynamics,1024,standard_nonmarkov,Volterra_series,0.06282013009743799,0.05972013009743798,1.3837398569590331,0.24899799195977465,96,64,98304.0,0.06068013009743798,confirmation
40000,L2_fractional_dynamics,1024,standard_nonmarkov,predictive_state_representation,0.03182013009743798,0.033370130097437986,1.7238280837689315,0.17606816861659008,80,48,81920.0,0.03417013009743799,confirmation
40000,L2_fractional_dynamics,1024,standard_nonmarkov,reservoir_computing,0.027820130097437983,0.026470130097437983,1.7909977080490673,0.16431676725154984,160,96,163840.0,0.028070130097437983,confirmation
40000,L2_fractional_dynamics,1024,candidate,full_history_kernel_candidate,0.034820130097437986,0.036520130097437986,1.6787798041821191,0.18439088914585774,72,64,73728.0,0.037240130097437985,confirmation
40000,L3_generalized_Langevin,1024,finite_markov,ARX,0.11794728219021035,0.13200254044134302,1.0687587577219293,0.34223844332975273,258,256,264192.0,0.13458254044134302,confirmation
40000,L3_generalized_Langevin,1024,finite_markov,VAR,0.12194728219021034,0.13648254044134303,1.0520832204158441,0.34803326291142395,516,256,528384.0,0.14164254044134303,confirmation
40000,L3_generalized_Langevin,1024,finite_markov,FIR,0.11594728219021035,0.12976254044134303,1.077309827526638,0.3393039228962323,256,256,262144.0,0.13232254044134303,confirmation
40000,L3_generalized_Langevin,1024,finite_markov,linear_state_space,0.019820130097437983,0.022100130097437984,1.9605285930772058,0.13784048752090222,6,2,6144.0,0.022160130097437985,confirmation
40000,L3_generalized_Langevin,1024,finite_markov,Kalman_latent_state,0.02182013009743798,0.024340130097437983,1.9124611681463022,0.14491376746189438,10,2,10240.0,0.024440130097437982,confirmation
40000,L3_generalized_Langevin,1024,standard_nonmarkov,ARFIMA_fractional_difference,0.08082013009743799,0.084820130097438,1.2577646048073716,0.282842712474619,18,32,18432.0,0.085000130097438,confirmation
40000,L3_generalized_Langevin,1024,standard_nonmarkov,generalized_Langevin_memory_kernel,0.020820130097437984,0.021820130097437985,1.9359174835693305,0.1414213562373095,32,64,32768.0,0.022140130097437986,confirmation
40000,L3_generalized_Langevin,1024,standard_nonmarkov,Volterra_series,0.06282013009743799,0.05972013009743798,1.3837398569590331,0.24899799195977465,96,64,98304.0,0.06068013009743798,confirmation
40000,L3_generalized_Langevin,1024,standard_nonmarkov,predictive_state_representation,0.03182013009743798,0.033370130097437986,1.7238280837689315,0.17606816861659008,80,48,81920.0,0.03417013009743799,confirmation
40000,L3_generalized_Langevin,1024,standard_nonmarkov,reservoir_computing,0.027820130097437983,0.026470130097437983,1.7909977080490673,0.16431676725154984,160,96,163840.0,0.028070130097437983,confirmation
40000,L3_generalized_Langevin,1024,candidate,full_history_kernel_candidate,0.034820130097437986,0.036520130097437986,1.6787798041821191,0.18439088914585774,72,64,73728.0,0.037240130097437985,confirmation
40000,L4_ARFIMA,1024,finite_markov,ARX,0.02789021167770862,0.031138621467341098,1.7897397438182803,0.16452988050889308,3,1,3072.0,0.031168621467341097,confirmation
40000,L4_ARFIMA,1024,finite_markov,VAR,0.03189021167770862,0.0356186214673411,1.7227280801182778,0.17626707457795582,6,1,6144.0,0.0356786214673411,confirmation
40000,L4_ARFIMA,1024,finite_markov,FIR,0.02589021167770862,0.0288986214673411,1.8269451546054194,0.15833534532842197,1,1,1024.0,0.0289086214673411,confirmation
40000,L4_ARFIMA,1024,finite_markov,linear_state_space,0.019820130097437983,0.022100130097437984,1.9605285930772058,0.13784048752090222,6,2,6144.0,0.022160130097437985,confirmation
40000,L4_ARFIMA,1024,finite_markov,Kalman_latent_state,0.02182013009743798,0.024340130097437983,1.9124611681463022,0.14491376746189438,10,2,10240.0,0.024440130097437982,confirmation
40000,L4_ARFIMA,1024,standard_nonmarkov,ARFIMA_fractional_difference,0.018820130097437982,0.019720130097437984,1.986414116063134,0.1341640786499874,18,32,18432.0,0.019900130097437983,confirmation
40000,L4_ARFIMA,1024,standard_nonmarkov,generalized_Langevin_memory_kernel,0.07282013009743799,0.07642013009743799,1.3098814248372699,0.2683281572999748,32,64,32768.0,0.07674013009743799,confirmation
40000,L4_ARFIMA,1024,standard_nonmarkov,Volterra_series,0.06282013009743799,0.05972013009743798,1.3837398569590331,0.24899799195977465,96,64,98304.0,0.06068013009743798,confirmation
40000,L4_ARFIMA,1024,standard_nonmarkov,predictive_state_representation,0.03182013009743798,0.033370130097437986,1.7238280837689315,0.17606816861659008,80,48,81920.0,0.03417013009743799,confirmation
40000,L4_ARFIMA,1024,standard_nonmarkov,reservoir_computing,0.027820130097437983,0.026470130097437983,1.7909977080490673,0.16431676725154984,160,96,163840.0,0.028070130097437983,confirmation
40000,L4_ARFIMA,1024,candidate,full_history_kernel_candidate,0.034820130097437986,0.036520130097437986,1.6787798041821191,0.18439088914585774,72,64,73728.0,0.037240130097437985,confirmation
40000,L5_long_memory_nonlinear,1024,finite_markov,ARX,0.31529006934463216,0.3530264620542955,0.5771311044105476,0.5607761935453343,258,256,264192.0,0.3556064620542955,confirmation
40000,L5_long_memory_nonlinear,1024,finite_markov,VAR,0.31929006934463217,0.3575064620542955,0.5708276405386229,0.5643314090560565,516,256,528384.0,0.3626664620542955,confirmation
40000,L5_long_memory_nonlinear,1024,finite_markov,FIR,0.31329006934463216,0.3507864620542955,0.5803128892396637,0.5589901065736264,256,256,262144.0,0.3533464620542955,confirmation
40000,L5_long_memory_nonlinear,1024,finite_markov,linear_state_space,0.019820130097437983,0.022100130097437984,1.9605285930772058,0.13784048752090222,1056,32,1081344.0,0.032660130097437984,confirmation
40000,L5_long_memory_nonlinear,1024,finite_markov,Kalman_latent_state,0.02182013009743798,0.024340130097437983,1.9124611681463022,0.14491376746189438,1120,32,1146880.0,0.035540130097437984,confirmation
40000,L5_long_memory_nonlinear,1024,standard_nonmarkov,ARFIMA_fractional_difference,0.08082013009743799,0.084820130097438,1.2577646048073716,0.282842712474619,18,32,18432.0,0.085000130097438,confirmation
40000,L5_long_memory_nonlinear,1024,standard_nonmarkov,generalized_Langevin_memory_kernel,0.07282013009743799,0.07642013009743799,1.3098814248372699,0.2683281572999748,32,64,32768.0,0.07674013009743799,confirmation
40000,L5_long_memory_nonlinear,1024,standard_nonmarkov,Volterra_series,0.020820130097437984,0.019820130097437983,1.9359174835693305,0.1414213562373095,96,64,98304.0,0.020780130097437982,confirmation
40000,L5_long_memory_nonlinear,1024,standard_nonmarkov,predictive_state_representation,0.03182013009743798,0.033370130097437986,1.7238280837689315,0.17606816861659008,80,48,81920.0,0.03417013009743799,confirmation
40000,L5_long_memory_nonlinear,1024,standard_nonmarkov,reservoir_computing,0.027820130097437983,0.026470130097437983,1.7909977080490673,0.16431676725154984,160,96,163840.0,0.028070130097437983,confirmation
40000,L5_long_memory_nonlinear,1024,candidate,full_history_kernel_candidate,0.034820130097437986,0.036520130097437986,1.6787798041821191,0.18439088914585774,72,64,73728.0,0.037240130097437985,confirmation
40000,L6_history_dependent_intervention,1024,finite_markov,ARX,0.39141959397087117,0.4382915296356832,0.4689875820146306,0.6249795707648637,258,256,264192.0,0.4408715296356832,confirmation
40000,L6_history_dependent_intervention,1024,finite_markov,VAR,0.3954195939708712,0.4427715296356832,0.4639039073329778,0.6281715242459126,516,256,528384.0,0.4479315296356832,confirmation
40000,L6_history_dependent_intervention,1024,finite_markov,FIR,0.38941959397087117,0.4360515296356832,0.4715489344730725,0.623377465002893,256,256,262144.0,0.43861152963568323,confirmation
40000,L6_history_dependent_intervention,1024,finite_markov,linear_state_space,0.019820130097437983,0.022100130097437984,1.9605285930772058,0.13784048752090222,1056,32,1081344.0,0.032660130097437984,confirmation
40000,L6_history_dependent_intervention,1024,finite_markov,Kalman_latent_state,0.02182013009743798,0.024340130097437983,1.9124611681463022,0.14491376746189438,1120,32,1146880.0,0.035540130097437984,confirmation
40000,L6_history_dependent_intervention,1024,standard_nonmarkov,ARFIMA_fractional_difference,0.08082013009743799,0.084820130097438,1.2577646048073716,0.282842712474619,18,32,18432.0,0.085000130097438,confirmation
40000,L6_history_dependent_intervention,1024,standard_nonmarkov,generalized_Langevin_memory_kernel,0.07282013009743799,0.07642013009743799,1.3098814248372699,0.2683281572999748,32,64,32768.0,0.07674013009743799,confirmation
40000,L6_history_dependent_intervention,1024,standard_nonmarkov,Volterra_series,0.020820130097437984,0.019820130097437983,1.9359174835693305,0.1414213562373095,96,64,98304.0,0.020780130097437982,confirmation
40000,L6_history_dependent_intervention,1024,standard_nonmarkov,predictive_state_representation,0.03182013009743798,0.033370130097437986,1.7238280837689315,0.17606816861659008,80,48,81920.0,0.03417013009743799,confirmation
40000,L6_history_dependent_intervention,1024,standard_nonmarkov,reservoir_computing,0.027820130097437983,0.026470130097437983,1.7909977080490673,0.16431676725154984,160,96,163840.0,0.028070130097437983,confirmation
40000,L6_history_dependent_intervention,1024,candidate,full_history_kernel_candidate,0.034820130097437986,0.036520130097437986,1.6787798041821191,0.18439088914585774,72,64,73728.0,0.037240130097437985,confirmation
40001,M1_AR_finite,1024,finite_markov,ARX,0.008716596390183655,0.009676596390183655,2.371263219741721,0.08944271909999159,6,4,6144.0,0.009736596390183655,confirmation
40001,M1_AR_finite,1024,finite_markov,VAR,0.012716596390183655,0.014156596390183657,2.182423668131995,0.10954451150103323,12,4,12288.0,0.014276596390183657,confirmation
40001,M1_AR_finite,1024,finite_markov,FIR,0.0067165963901836545,0.0074365963901836555,2.5015868711561224,0.07745966692414834,4,4,4096.0,0.007476596390183656,confirmation
40001,M1_AR_finite,1024,finite_markov,linear_state_space,0.019716596390183652,0.021996596390183656,1.963147270775434,0.13784048752090222,20,4,20480.0,0.022196596390183655,confirmation
40001,M1_AR_finite,1024,finite_markov,Kalman_latent_state,0.021716596390183654,0.024236596390183655,1.914839250073389,0.14491376746189438,28,4,28672.0,0.024516596390183654,confirmation
40001,M1_AR_finite,1024,standard_nonmarkov,ARFIMA_fractional_difference,0.060716596390183654,0.06371659639018365,1.400769100822984,0.2449489742783178,18,32,18432.0,0.06389659639018365,confirmation
40001,M1_AR_finite,1024,standard_nonmarkov,generalized_Langevin_memory_kernel,0.06571659639018365,0.06896659639018365,1.361201888356589,0.25495097567963926,32,64,32768.0,0.06928659639018366,confirmation
40001,M1_AR_finite,1024,standard_nonmarkov,Volterra_series,0.07071659639018366,0.06721659639018365,1.3245374948888984,0.2645751311064591,96,64,98304.0,0.06817659639018366,confirmation
40001,M1_AR_finite,1024,standard_nonmarkov,predictive_state_representation,0.055716596390183656,0.05846659639018366,1.4437386080519021,0.2345207879911715,80,48,81920.0,0.05926659639018366,confirmation
40001,M1_AR_finite,1024,standard_nonmarkov,reservoir_computing,0.05071659639018366,0.04821659639018366,1.4907510384883198,0.22360679774997896,160,96,163840.0,0.049816596390183654,confirmation
40001,M1_AR_finite,1024,candidate,full_history_kernel_candidate,0.05871659639018366,0.06161659639018366,1.4175164298691247,0.24083189157584592,72,64,73728.0,0.06233659639018366,confirmation
40001,M2_linear_SSM,1024,finite_markov,ARX,0.013703924599065083,0.015262403984130856,2.145036510043438,0.11396195948158065,34,32,34816.0,0.015602403984130856,confirmation
40001,M2_linear_SSM,1024,finite_markov,VAR,0.017703924599065085,0.01974240398413086,2.0169844676099014,0.13033544494450244,68,32,69632.0,0.02042240398413086,confirmation
40001,M2_linear_SSM,1024,finite_markov,FIR,0.011703924599065083,0.013022403984130855,2.2239155288034573,0.1048204570152288,32,32,32768.0,0.013342403984130856,confirmation
40001,M2_linear_SSM,1024,finite_markov,linear_state_space,0.019716596390183652,0.021996596390183656,1.963147270775434,0.13784048752090222,20,4,20480.0,0.022196596390183655,confirmation
40001,M2_linear_SSM,1024,finite_markov,Kalman_latent_state,0.021716596390183654,0.024236596390183655,1.914839250073389,0.14491376746189438,28,4,28672.0,0.024516596390183654,confirmation
40001,M2_linear_SSM,1024,standard_nonmarkov,ARFIMA_fractional_difference,0.060716596390183654,0.06371659639018365,1.400769100822984,0.2449489742783178,18,32,18432.0,0.06389659639018365,confirmation
40001,M2_linear_SSM,1024,standard_nonmarkov,generalized_Langevin_memory_kernel,0.06571659639018365,0.06896659639018365,1.361201888356589,0.25495097567963926,32,64,32768.0,0.06928659639018366,confirmation
40001,M2_linear_SSM,1024,standard_nonmarkov,Volterra_series,0.07071659639018366,0.06721659639018365,1.3245374948888984,0.2645751311064591,96,64,98304.0,0.06817659639018366,confirmation
40001,M2_linear_SSM,1024,standard_nonmarkov,predictive_state_representation,0.055716596390183656,0.05846659639018366,1.4437386080519021,0.2345207879911715,80,48,81920.0,0.05926659639018366,confirmation
40001,M2_linear_SSM,1024,standard_nonmarkov,reservoir_computing,0.05071659639018366,0.04821659639018366,1.4907510384883198,0.22360679774997896,160,96,163840.0,0.049816596390183654,confirmation
40001,M2_linear_SSM,1024,candidate,full_history_kernel_candidate,0.05871659639018366,0.06161659639018366,1.4175164298691247,0.24083189157584592,72,64,73728.0,0.06233659639018366,confirmation
40001,M3_sum_exponential_kernel,1024,finite_markov,ARX,0.012686839601115786,0.014123268786427643,2.1835950373392112,0.10940860665839837,66,64,67584.0,0.014783268786427644,confirmation
40001,M3_sum_exponential_kernel,1024,finite_markov,VAR,0.016686839601115784,0.018603268786427644,2.0465674590348653,0.12637342762991013,132,64,135168.0,0.019923268786427646,confirmation
40001,M3_sum_exponential_kernel,1024,finite_markov,FIR,0.010686839601115787,0.011883268786427644,2.2693711191684547,0.0998511052063628,64,64,65536.0,0.012523268786427644,confirmation
40001,M3_sum_exponential_kernel,1024,finite_markov,linear_state_space,0.019716596390183652,0.021996596390183656,1.963147270775434,0.13784048752090222,20,4,20480.0,0.022196596390183655,confirmation
40001,M3_sum_exponential_kernel,1024,finite_markov,Kalman_latent_state,0.021716596390183654,0.024236596390183655,1.914839250073389,0.14491376746189438,28,4,28672.0,0.024516596390183654,confirmation
40001,M3_sum_exponential_kernel,1024,standard_nonmarkov,ARFIMA_fractional_difference,0.060716596390183654,0.06371659639018365,1.400769100822984,0.2449489742783178,18,32,18432.0,0.06389659639018365,confirmation
40001,M3_sum_exponential_kernel,1024,standard_nonmarkov,generalized_Langevin_memory_kernel,0.06571659639018365,0.06896659639018365,1.361201888356589,0.25495097567963926,32,64,32768.0,0.06928659639018366,confirmation
40001,M3_sum_exponential_kernel,1024,standard_nonmarkov,Volterra_series,0.07071659639018366,0.06721659639018365,1.3245374948888984,0.2645751311064591,96,64,98304.0,0.06817659639018366,confirmation
40001,M3_sum_exponential_kernel,1024,standard_nonmarkov,predictive_state_representation,0.055716596390183656,0.05846659639018366,1.4437386080519021,0.2345207879911715,80,48,81920.0,0.05926659639018366,confirmation
40001,M3_sum_exponential_kernel,1024,standard_nonmarkov,reservoir_computing,0.05071659639018366,0.04821659639018366,1.4907510384883198,0.22360679774997896,160,96,163840.0,0.049816596390183654,confirmation
40001,M3_sum_exponential_kernel,1024,candidate,full_history_kernel_candidate,0.05871659639018366,0.06161659639018366,1.4175164298691247,0.24083189157584592,72,64,73728.0,0.06233659639018366,confirmation
40001,L1_power_law_kernel,1024,finite_markov,ARX,0.22098743446531446,0.24741993503433019,0.7548247183519258,0.46933020153739397,258,256,264192.0,0.24999993503433018,confirmation
40001,L1_power_law_kernel,1024,finite_markov,VAR,0.22498743446531447,0.2518999350343302,0.7458553625790166,0.473572421151328,516,256,528384.0,0.2570599350343302,confirmation
40001,L1_power_law_kernel,1024,finite_markov,FIR,0.21898743446531446,0.2451799350343302,0.7593704638412311,0.4671946468819295,256,256,262144.0,0.2477399350343302,confirmation
40001,L1_power_law_kernel,1024,finite_markov,linear_state_space,0.019716596390183652,0.021996596390183656,1.963147270775434,0.13784048752090222,2,1,2048.0,0.022016596390183656,confirmation
40001,L1_power_law_kernel,1024,finite_markov,Kalman_latent_state,0.021716596390183654,0.024236596390183655,1.914839250073389,0.14491376746189438,4,1,4096.0,0.024276596390183654,confirmation
40001,L1_power_law_kernel,1024,standard_nonmarkov,ARFIMA_fractional_difference,0.01871659639018365,0.019616596390183656,1.989172320613528,0.1341640786499874,18,32,18432.0,0.019796596390183656,confirmation
40001,L1_power_law_kernel,1024,standard_nonmarkov,generalized_Langevin_memory_kernel,0.020716596390183653,0.021716596390183654,1.9384100709835825,0.1414213562373095,32,64,32768.0,0.022036596390183655,confirmation
40001,L1_power_law_kernel,1024,standard_nonmarkov,Volterra_series,0.06271659639018365,0.05961659639018365,1.3845645855753104,0.24899799195977465,96,64,98304.0,0.06057659639018365,confirmation
40001,L1_power_law_kernel,1024,standard_nonmarkov,predictive_state_representation,0.031716596390183656,0.03326659639018366,1.7254575948346673,0.17606816861659008,80,48,81920.0,0.03406659639018366,confirmation
40001,L1_power_law_kernel,1024,standard_nonmarkov,reservoir_computing,0.027716596390183652,0.026366596390183655,1.7928619487730413,0.16431676725154984,160,96,163840.0,0.027966596390183656,confirmation
40001,L1_power_law_kernel,1024,candidate,full_history_kernel_candidate,0.03471659639018366,0.03641659639018366,1.6802687121159556,0.18439088914585774,72,64,73728.0,0.03713659639018366,confirmation
40001,L2_fractional_dynamics,1024,finite_markov,ARX,0.053040536076725694,0.05931940883911074,1.4683494130641745,0.22874426700256784,18,16,18432.0,0.05949940883911074,confirmation
40001,L2_fractional_dynamics,1024,finite_markov,VAR,0.05704053607672569,0.06379940883911074,1.4319965523303466,0.2373266518672988,36,16,36864.0,0.06415940883911074,confirmation
40001,L2_fractional_dynamics,1024,finite_markov,FIR,0.05104053607672569,0.057079408839110744,1.4875675684650576,0.22432997946449787,16,16,16384.0,0.057239408839110745,confirmation
40001,L2_fractional_dynamics,1024,finite_markov,linear_state_space,0.019716596390183652,0.021996596390183656,1.963147270775434,0.13784048752090222,6,2,6144.0,0.022056596390183657,confirmation
40001,L2_fractional_dynamics,1024,finite_markov,Kalman_latent_state,0.021716596390183654,0.024236596390183655,1.914839250073389,0.14491376746189438,10,2,10240.0,0.024336596390183655,confirmation
40001,L2_fractional_dynamics,1024,standard_nonmarkov,ARFIMA_fractional_difference,0.01871659639018365,0.019616596390183656,1.989172320613528,0.1341640786499874,18,32,18432.0,0.019796596390183656,confirmation
